"Acaena ovalifolia"	"drAcaOval1.hap1.1"	"Chromosome"	"687115516"	"687061316"
"Acaena ovalifolia"	"drAcaOval1.hap2.1"	"Chromosome"	"687192732"	"687133732"
"Acaena ovalifolia"	"drAcaOval1.hap1.1"	"Chromosome"	"687115516"	"687061316"
"Acaena ovalifolia"	"drAcaOval1.hap2.1"	"Chromosome"	"687192732"	"687133732"
"Acaena ovalifolia"	"drAcaOval1.hap2.1"	"Chromosome"	"687192732"	"687133732"
"Acer campestre"	"drAceCamp1.1 alternate haplotype"	"Scaffold"	"734708497"	"734696055"
"Acer campestre"	"drAceCamp1.1"	"Chromosome"	"565085850"	"564866015"
"Acer campestre"	"drAceCamp1.1"	"Chromosome"	"565085850"	"564866015"
"Acer campestre"	"drAceCamp1.1 alternate haplotype"	"Scaffold"	"734708497"	"734696055"
"Acer campestre"	"drAceCamp1.1"	"Chromosome"	"565085850"	"564866015"
"Adonis annua"	"dmAdoAnnu1.hap1.1"	"Chromosome"	"14680084410"	"14679413410"
"Adonis annua"	"dmAdoAnnu1.hap1.2"	"Chromosome"	"14092464277"	"14091793277"
"Adonis annua"	"dmAdoAnnu1.hap2.1"	"Scaffold"	"14120810051"	"14120148851"
"Adonis annua"	"dmAdoAnnu1.hap2.2"	"Scaffold"	"14120810051"	"14120148851"
"Adonis annua"	"dmAdoAnnu1.hap1.1"	"Chromosome"	"14680084410"	"14679413410"
"Adonis annua"	"dmAdoAnnu1.hap1.2"	"Chromosome"	"14092464277"	"14091793277"
"Adonis annua"	"dmAdoAnnu1.hap2.1"	"Scaffold"	"14120810051"	"14120148851"
"Adonis annua"	"dmAdoAnnu1.hap2.2"	"Scaffold"	"14120810051"	"14120148851"
"Adonis annua"	"dmAdoAnnu1.hap1.2"	"Chromosome"	"14092464277"	"14091793277"
"Aesculus hippocastanum"	"drAesHipp1.hap1.1"	"Chromosome"	"513587473"	"513548273"
"Aesculus hippocastanum"	"drAesHipp1.hap2.1"	"Scaffold"	"506897474"	"506862074"
"Aesculus hippocastanum"	"drAesHipp1.hap2.1"	"Scaffold"	"506897474"	"506862074"
"Aesculus hippocastanum"	"drAesHipp1.hap1.1"	"Chromosome"	"513587473"	"513548273"
"Aesculus hippocastanum"	"drAesHipp1.hap1.1"	"Chromosome"	"513587473"	"513548273"
"Agrostemma githago"	"dcAgrGith1.1 alternate haplotype"	"Contig"	"25466553"	"25466553"
"Agrostemma githago"	"dcAgrGith1.1"	"Chromosome"	"1735037658"	"1734959258"
"Agrostemma githago"	"dcAgrGith1.1"	"Chromosome"	"1735037658"	"1734959258"
"Agrostemma githago"	"dcAgrGith1.1 alternate haplotype"	"Contig"	"25466553"	"25466553"
"Agrostemma githago"	"dcAgrGith1.1"	"Chromosome"	"1735037658"	"1734959258"
"Ailanthus altissimus"	"drAilAlti1.1 alternate haplotype"	"Contig"	"937153372"	"937153372"
"Ailanthus altissimus"	"drAilAlti1.1"	"Chromosome"	"938396475"	"938393475"
"Ailanthus altissimus"	"drAilAlti1.1"	"Chromosome"	"938396475"	"938393475"
"Ailanthus altissimus"	"drAilAlti1.1 alternate haplotype"	"Contig"	"937153372"	"937153372"
"Ailanthus altissimus"	"drAilAlti1.1"	"Chromosome"	"938396475"	"938393475"
"Ajuga chamaepitys"	"daAjuCham1.1 alternate haplotype"	"Contig"	"39014124"	"39014124"
"Ajuga chamaepitys"	"daAjuCham1.1"	"Chromosome"	"891563074"	"891515274"
"Ajuga chamaepitys"	"daAjuCham1.1"	"Chromosome"	"891563074"	"891515274"
"Ajuga chamaepitys"	"daAjuCham1.1 alternate haplotype"	"Contig"	"39014124"	"39014124"
"Ajuga chamaepitys"	"daAjuCham1.1"	"Chromosome"	"891563074"	"891515274"
"Ajuga reptans"	"daAjuRept1.hap1.1"	"Chromosome"	"984048775"	"983953775"
"Ajuga reptans"	"daAjuRept1.hap1.2"	"Chromosome"	"984048775"	"983953775"
"Ajuga reptans"	"daAjuRept1.hap2.1"	"Scaffold"	"958490305"	"958403105"
"Ajuga reptans"	"daAjuRept1.hap2.2"	"Scaffold"	"958490305"	"958403105"
"Ajuga reptans"	"daAjuRept1.hap1.1"	"Chromosome"	"984048775"	"983953775"
"Ajuga reptans"	"daAjuRept1.hap1.2"	"Chromosome"	"984048775"	"983953775"
"Ajuga reptans"	"daAjuRept1.hap2.1"	"Scaffold"	"958490305"	"958403105"
"Ajuga reptans"	"daAjuRept1.hap2.2"	"Scaffold"	"958490305"	"958403105"
"Ajuga reptans"	"daAjuRept1.hap1.2"	"Chromosome"	"984048775"	"983953775"
"Alnus cordata"	"dhAlnCord1.hap1.1"	"Chromosome"	"468521507"	"468442692"
"Alnus cordata"	"dhAlnCord1.hap2.1"	"Scaffold"	"468513655"	"468434855"
"Alnus cordata"	"dhAlnCord1.hap1.1"	"Chromosome"	"468521507"	"468442692"
"Alnus cordata"	"dhAlnCord1.hap2.1"	"Scaffold"	"468513655"	"468434855"
"Alnus cordata"	"dhAlnCord1.hap1.1"	"Chromosome"	"468521507"	"468442692"
"Alnus glutinosa"	"dhAlnGlut1.1 alternate haplotype"	"Scaffold"	"450406790"	"450406773"
"Alnus glutinosa"	"dhAlnGlut1.1"	"Chromosome"	"456761304"	"456738804"
"Alnus glutinosa"	"dhAlnGlut1.1 alternate haplotype"	"Scaffold"	"450406790"	"450406773"
"Alnus glutinosa"	"dhAlnGlut1.1"	"Chromosome"	"456761304"	"456738804"
"Alnus glutinosa"	"dhAlnGlut1.1"	"Chromosome"	"456761304"	"456738804"
"Alnus incana"	"dhAlnInca1.hap1.1"	"Chromosome"	"514978156"	"514923756"
"Alnus incana"	"dhAlnInca1.hap2.1"	"Scaffold"	"520084815"	"520042215"
"Alnus incana"	"dhAlnInca1.hap1.1"	"Chromosome"	"514978156"	"514923756"
"Alnus incana"	"dhAlnInca1.hap2.1"	"Scaffold"	"520084815"	"520042215"
"Alnus incana"	"dhAlnInca1.hap1.1"	"Chromosome"	"514978156"	"514923756"
"Ammi majus"	"drAmmMaju1.hap1.1"	"Chromosome"	"926431048"	"926158448"
"Ammi majus"	"drAmmMaju1.hap2.1"	"Chromosome"	"919409987"	"919148387"
"Ammi majus"	"drAmmMaju1.hap1.1"	"Chromosome"	"926431048"	"926158448"
"Ammi majus"	"drAmmMaju1.hap2.1"	"Chromosome"	"919409987"	"919148387"
"Ammi majus"	"drAmmMaju1.hap2.1"	"Chromosome"	"919409987"	"919148387"
"Anagallis arvensis"	"ddAnaArve1.hap1.1"	"Chromosome"	"1100742143"	"1100680543"
"Anagallis arvensis"	"ddAnaArve1.hap2.1"	"Scaffold"	"1021350632"	"1021297232"
"Anagallis arvensis"	"ddAnaArve1.hap1.1"	"Chromosome"	"1100742143"	"1100680543"
"Anagallis arvensis"	"ddAnaArve1.hap2.1"	"Scaffold"	"1021350632"	"1021297232"
"Anagallis arvensis"	"ddAnaArve1.hap1.1"	"Chromosome"	"1100742143"	"1100680543"
"Anthyllis vulneraria"	"drAntVuln1.hap1.1"	"Chromosome"	"334471635"	"334432218"
"Anthyllis vulneraria"	"drAntVuln1.hap2.1"	"Scaffold"	"342591967"	"342550367"
"Anthyllis vulneraria"	"drAntVuln1.hap2.1"	"Scaffold"	"342591967"	"342550367"
"Anthyllis vulneraria"	"drAntVuln1.hap1.1"	"Chromosome"	"334471635"	"334432218"
"Anthyllis vulneraria"	"drAntVuln1.hap1.1"	"Chromosome"	"334471635"	"334432218"
"Aquilegia vulgaris"	"dmAquVulg1.hap1.1"	"Chromosome"	"296097868"	"296011268"
"Aquilegia vulgaris"	"dmAquVulg1.hap2.1"	"Chromosome"	"289223514"	"289149314"
"Aquilegia vulgaris"	"dmAquVulg1.hap2.1"	"Chromosome"	"289223514"	"289149314"
"Aquilegia vulgaris"	"dmAquVulg1.hap1.1"	"Chromosome"	"296097868"	"296011268"
"Aquilegia vulgaris"	"dmAquVulg1.hap1.1"	"Chromosome"	"296097868"	"296011268"
"Arabidopsis thaliana"	"ddAraThal4.1 alternate haplotype"	"Contig"	"840519"	"840519"
"Arabidopsis thaliana"	"ddAraThal4.1"	"Chromosome"	"138312271"	"138304671"
"Arabidopsis thaliana"	"ddAraThal4.1"	"Chromosome"	"138312271"	"138304671"
"Arabidopsis thaliana"	"ddAraThal4.1 alternate haplotype"	"Contig"	"840519"	"840519"
"Arabis hirsuta"	"ddAraHirs1.hap1.1"	"Chromosome"	"582665844"	"582584244"
"Arabis hirsuta"	"ddAraHirs1.hap2.1"	"Scaffold"	"576854027"	"576794627"
"Arabis hirsuta"	"ddAraHirs1.hap2.1"	"Scaffold"	"576854027"	"576794627"
"Arabis hirsuta"	"ddAraHirs1.hap1.1"	"Chromosome"	"582665844"	"582584244"
"Arabis hirsuta"	"ddAraHirs1.hap1.1"	"Chromosome"	"582665844"	"582584244"
"Arctium minus"	"daArcMinu1.1 alternate haplotype"	"Contig"	"465430802"	"465430802"
"Arctium minus"	"daArcMinu1.1"	"Chromosome"	"1903063616"	"1903060816"
"Arctium minus"	"daArcMinu1.1"	"Chromosome"	"1903063616"	"1903060816"
"Arctium minus"	"daArcMinu1.1 alternate haplotype"	"Contig"	"465430802"	"465430802"
"Arctium minus"	"daArcMinu1.1"	"Chromosome"	"1903063616"	"1903060816"
"Arenaria serpyllifolia"	"dcAreSerp1.hap1.1"	"Chromosome"	"726254524"	"726217924"
"Arenaria serpyllifolia"	"dcAreSerp1.hap2.1"	"Scaffold"	"713024767"	"712997767"
"Arenaria serpyllifolia"	"dcAreSerp1.hap1.1"	"Chromosome"	"726254524"	"726217924"
"Arenaria serpyllifolia"	"dcAreSerp1.hap2.1"	"Scaffold"	"713024767"	"712997767"
"Arenaria serpyllifolia"	"dcAreSerp1.hap1.1"	"Chromosome"	"726254524"	"726217924"
"Armoracia rusticana"	"ddArmRust1.hap1.1"	"Chromosome"	"605901571"	"605827171"
"Armoracia rusticana"	"ddArmRust1.hap2.1"	"Chromosome"	"589750271"	"589682071"
"Armoracia rusticana"	"ddArmRust1.hap1.1"	"Chromosome"	"605901571"	"605827171"
"Armoracia rusticana"	"ddArmRust1.hap2.1"	"Chromosome"	"589750271"	"589682071"
"Armoracia rusticana"	"ddArmRust1.hap2.1"	"Chromosome"	"589750271"	"589682071"
"Astragalus alpinus"	"drAstAlpi1.hap1.1"	"Chromosome"	"766579426"	"766430826"
"Astragalus alpinus"	"drAstAlpi1.hap2.1"	"Chromosome"	"749425639"	"749269439"
"Astragalus alpinus"	"drAstAlpi1.hap2.1"	"Chromosome"	"749425639"	"749269439"
"Astragalus alpinus"	"drAstAlpi1.hap1.1"	"Chromosome"	"766579426"	"766430826"
"Astragalus alpinus"	"drAstAlpi1.hap1.1"	"Chromosome"	"766579426"	"766430826"
"Astragalus glycyphyllos"	"drAstGlyc1.1 alternate haplotype"	"Contig"	"10096520"	"10096520"
"Astragalus glycyphyllos"	"drAstGlyc1.1"	"Chromosome"	"680278737"	"680199137"
"Astragalus glycyphyllos"	"drAstGlyc1.1 alternate haplotype"	"Contig"	"10096520"	"10096520"
"Astragalus glycyphyllos"	"drAstGlyc1.1"	"Chromosome"	"680278737"	"680199137"
"Astragalus glycyphyllos"	"drAstGlyc1.1"	"Chromosome"	"680278737"	"680199137"
